====================
post_office  |  Shin-Matsudo Post Office
doctors  |  こすぎ皮膚科
hospital  |  聖マリアンナ医科大学東横病院
pharmacy  |  マツモトキヨシ
pub  |  やる気茶屋
restaurant  |  イタリアン酒場 NATURA
place_of_worship  |  大ムレ権現
restaurant  |  お好み焼き釜めし 忍
pub  |  釧路田舎料理 かじか
public_building  |  クレベール西新宿
pub  |  串焼 文福
cafe  |  Live cafe 以心伝心
fast_food  |  らーめん源屋
fast_food  |  モスバーガー
dentist  |  かとう歯科医院
restaurant  |  バーミヤン
fire_station  |  中野消防署 宮園出張所
pub  |  居酒屋ふじ
bar  |  ブラジル
restaurant  |  からあげ鶏笑
fast_food  |  雪だるま
fuel  |  ENEOS
restaurant  |  和食さと
fast_food  |  かしわや
pub  |  魚武
fast_food  |  田舎っぺらーめん
restaurant  |  うなぎ 玉屋
parking  |  タイムズ
pub  |  鳥貴族
restaurant  |  ガスト
hospital  |  小金井リハビリテーション病院
restaurant  |  松風苑
restaurant  |  徳樹庵
restaurant  |  台湾美食屋
veterinary  |  タカマ動物病院
pub  |  ひろ
restaurant  |  ダンドン
pub  |  海花
restaurant  |  とんかつジロー
restaurant  |  未来台所
pharmacy  |  セイジョー
parking  |  三井のリパーク
fast_food  |  オリジン弁当
restaurant  |  味菜や花たろう
studio  |  スタジオMOVE
restaurant  |  ジョナサン
fast_food  |  さぬきや
fast_food  |  モスバーガー
fast_food  |  尚ちゃん
pub  |  花まり
pub  |  孝
fast_food  |  球磨
pub  |  磯野家
parking  |  タイムズ
bicycle_parking  |  杉山公園地下自転車駐車場
fast_food  |  すが田
fast_food  |  花は咲く
restaurant  |  ロイヤルホスト
fast_food  |  寿楽
pharmacy  |  恵愛薬局
restaurant  |  アガリコ・タラート
restaurant  |  しとれ
pharmacy  |  北烏山薬局
training  |  格闘スポーツジムレッスルウィン
restaurant  |  大鮨
parking  |  リバーパーキング
pub  |  だんだん
fast_food  |  吉野家
restaurant  |  木曽路
driving_school  |  コヤマドライビングスクール
car_rental  |  オリックスレンタカー
pub  |  そら
fast_food  |  小諸そば
kindergarten  |  東北沢桔梗保育園
pharmacy  |  ハックドラッグ
clinic  |  千葉大学柏の葉鍼灸院
parking  |  柏の葉公園駐車場
restaurant  |  カウボーイ家族(cowboy-family)
dentist  |  田中歯科
pub  |  なお八
pub  |  村さ来
restaurant  |  狸小路飯店
fast_food  |  松屋
pub  |  安安
pharmacy  |  なかの薬局
restaurant  |  やよい軒
fast_food  |  吉野家
restaurant  |  金華楼
restaurant  |  インティライミ
fast_food  |  らあめん花月
restaurant  |  新洪記
fast_food  |  CoCo壱番屋
restaurant  |  㐂久寿司
restaurant  |  ぢどり亭
restaurant  |  宏次郎丸
clinic  |  松本眼科
veterinary  |  どうぶつのセンター病院
restaurant  |  日高屋
fast_food  |  ファーストキッチン
restaurant  |  すしざんまい
pharmacy  |  ドラッグセガミ
pub  |  金の蔵
cafe  |  ドトールコーヒーショップ
fast_food  |  一蘭
cafe  |  サンマルクカフェ
fast_food  |  東京チカラめし
pharmacy  |  OSドラッグ
pharmacy  |  サンドラッグ
cafe  |  ドトールコーヒーショップ
pub  |  土間土間
restaurant  |  大戸屋
pharmacy  |  ホリウチ薬局
restaurant  |  日高屋
pharmacy  |  マツモトキヨシ
restaurant  |  カプリチョーザ
restaurant  |  都
restaurant  |  廻る回転寿司
pub  |  赤備
cafe  |  ルノアール
pub  |  HUB
bank  |  常陽銀行
atm  |  りそな
fast_food  |  てんや
place_of_worship  |  興正山善照寺
pharmacy  |  サンドラッグ
restaurant  |  バーミヤン
pharmacy  |  ドラッグセイムス
bank  |  滝野川信用金庫
fuel  |  出光
restaurant  |  びっくりドンキー
restaurant  |  春香伝 (shunkouden)
restaurant  |  やよい軒
fast_food  |  マクドナルド
library  |  大田文化の森情報館
restaurant  |  寿々喜
atm  |  みずほ銀行
atm  |  埼玉りそな銀行
restaurant  |  久兵衛屋　川口伊刈店
restaurant  |  安楽亭
restaurant  |  板前寿司
restaurant  |  元祖くじら屋
dentist  |  伊波歯科
restaurant  |  Tucano トゥッカーノ
restaurant  |  丸香
bank  |  三井住友銀行
cafe  |  スターバックス 所沢けやき台店
fuel  |  コスモ石油
post_office  |  宇都宮大学内郵便局
cafe  |  カフェテリア
atm  |  栃木銀行
atm  |  ゆうちょ銀行
pharmacy  |  スギ薬局
school  |  My English Conversation School
dentist  |  竹内歯科
pharmacy  |  アース薬局
fast_food  |  一真庵
parking  |  三井のリパーク
dentist  |  ひろた歯科
pub  |  や台やずし
pharmacy  |  マイサークル薬局
parking  |  三井のリパーク
cafe  |  CROWN
pharmacy  |  フィールド薬局
bank  |  多摩信用金庫
restaurant  |  餃子房
cafe  |  Garden and Crafts Cafe
restaurant  |  生蕎麦 矢川
place_of_worship  |  五智如来
restaurant  |  ジャヤピサヤ
restaurant  |  万世
pub  |  膳屋
pub  |  こみゅに亭
fast_food  |  英福
parking  |  タイムズ
pharmacy  |  HAKUBA
fast_food  |  オリジン弁当
pharmacy  |  Welpark
parking  |  三井のリパーク
parking  |  タイムズ
restaurant  |  バーミヤン
restaurant  |  ジョナサン
veterinary  |  くにたち動物病院
atm  |  JA
cafe  |  VARAMON
atm  |  PROMISE
cafe  |  みる
restaurant  |  大黒屋
cafe  |  Galerie Cafe M
dentist  |  飯田歯科医院
fast_food  |  天極家
restaurant  |  FUL BARI
fast_food  |  日本亭
restaurant  |  すえひろ亭
pub  |  庄や
fast_food  |  モスバーガー
pub  |  魚民
pub  |  天晴
fast_food  |  いいじゃん
veterinary  |  こんどう動物病院
fast_food  |  丸源
restaurant  |  奈美喜庵
pharmacy  |  アイセイ薬局
toilets  |  府中市西府駅北公衆トイレ
pharmacy  |  メディスンショップ
doctors  |  成和クリニック
bicycle_parking  |  西府駅北自転車駐車場
kindergarten  |  西府の森保育園
parking  |  タイムズ
pub  |  焼鳥うん
fuel  |  Shell
fast_food  |  ラーメンショップ
dentist  |  小出デンタルオフィス
restaurant  |  味の民芸
community_centre  |  府中市いきいきプラザ
restaurant  |  モランボン
pharmacy  |  サンドラッグ
parking  |  京王コインパーク
training  |  マイスクールena
training  |  ITTO個別指導学習塾
restaurant  |  和食磯
parking  |  タイムズ
dentist  |  くろのめ歯科
training  |  プライム個別指導学院
pub  |  焼鳥 長
pub  |  だがや
pub  |  るぽ
pub  |  やなぎ
pub  |  ビストロ アルル
restaurant  |  つなや
cafe  |  トップ
fast_food  |  大一
pub  |  たぬき
restaurant  |  LAMPIONE
pub  |  さすらい人
pharmacy  |  麗春堂
pharmacy  |  川口調剤薬局
fast_food  |  小竹林
atm  |  みずほ銀行
cafe  |  ドトールコーヒーショップ
restaurant  |  餃子の王将
pub  |  はなの舞
fast_food  |  ニューたんたんめん
pub  |  凡天
fast_food  |  n&n
community_centre  |  本町一丁目公会堂
fast_food  |  東秀
restaurant  |  府中砂場
fast_food  |  てんや
fast_food  |  まぐろ市場
restaurant  |  あら井鮨
pub  |  Selfish
pub  |  居酒屋 和
restaurant  |  まつ浅
restaurant  |  味三昧 てるじ
training  |  ナビ個別指導学院
restaurant  |  とんかつ曙
restaurant  |  かまてん
pharmacy  |  ノムラ薬局
restaurant  |  黒毛和牛 伝
pharmacy  |  セイムズ
pub  |  居酒屋のんべえ
parking  |  タイムズ
parking  |  タイムズ
restaurant  |  ミッキー
toilets  |  柿平園地便所
car_rental  |  日進レンタカー
parking  |  マイパーキング 日野万願寺
restaurant  |  安楽亭
parking  |  タイムズ
parking  |  タイムズ
parking  |  タイムズ
pub  |  備長扇屋
parking  |  三井のリパーク
restaurant  |  かごの屋
restaurant  |  安楽亭
pharmacy  |  マツモトキヨシ
fast_food  |  大勝軒
restaurant  |  STEAK MAN 瑞穂店
fast_food  |  Hoop
bicycle_rental  |  サイクルシェアリングこぐまる
fast_food  |  香蘭
restaurant  |  とんでん
car_wash  |  カーピカランド石川
bank  |  JAいるま野 富岡支店 (JA)
pub  |  や台やすし
pub  |  くろ兵衛
parking  |  三井のリパーク
parking  |  SystemPark
restaurant  |  亀寿司
restaurant  |  安楽亭
atm  |  多摩信用金庫
dentist  |  北立川歯科医院
restaurant  |  とんでん
restaurant  |  麺屋はやたろう
bank  |  多摩信用金庫
fast_food  |  幸楽苑
restaurant  |  ごはんや 菜光亭
restaurant  |  すみよし
pub  |  田舎家
restaurant  |  サイゼリヤ
pub  |  月の雫
place_of_worship  |  箱根神社奥宮
restaurant  |  江戸前 鶴鮨
restaurant  |  VIETNAMESE CYCLO
restaurant  |  すみれ亭
cafe  |  上島珈琲店
restaurant  |  金木屋
pharmacy  |  中川薬局
pharmacy  |  マツモトキヨシ
pharmacy  |  のぞみ薬局 病院前店
pharmacy  |  日本調剤 大森日赤前店
pharmacy  |  アイン薬局 大森店
pharmacy  |  あおば薬局 大森赤十字店
bench  |  白い波
bench  |  白い波
bench  |  白い波
bench  |  白い波
pub  |  男の焼焼
hospital  |  あんべハート・クリニック
fast_food  |  ロッテリア
parking  |  ダイレクトパーク鎌倉雪ノ下
restaurant  |  御代川
bank  |  大和証券
bank  |  水戸信用金庫
fuel  |  出光
restaurant  |  みなと寿司
pharmacy  |  冨岡薬局
community_centre  |  大帖自治会
place_of_worship  |  天神社
pub  |  居酒屋せつ
pub  |  Retro Cafe
cafe  |  Net cafe コミックバスター
fast_food  |  おいなり食堂
fast_food  |  CoCo壱番屋
cafe  |  ドトールコーヒーショップ
fast_food  |  マクドナルド
pub  |  琉球酒場くわち家
pub  |  KAI
training  |  ITTO個別指導学院
pub  |  炭火やきとり雛
pub  |  魚民
kindergarten  |  ちゃいれっく 福生駅前保育園
fast_food  |  ミスタードーナツ (Mister Donut)
pub  |  キッチンODAKA
fast_food  |  松屋
restaurant  |  福生的中華食堂
pub  |  ハッピー会館
pub  |  ラッキー酒場
restaurant  |  カレー屋ごん
dentist  |  ふみ歯科診療所
dentist  |  片岡歯科医院
pub  |  KC's Dining&Bar
pub  |  やまざき
restaurant  |  福生食堂こまめ
pub  |  3.14BAR
restaurant  |  引田屋
pub  |  はなの舞
pub  |  や台や
restaurant  |  豊楽園
pub  |  串陣
pub  |  おおしば
cafe  |  Cafe du jardin
pub  |  忠兵衛
pub  |  蓮根
fast_food  |  横浜らーめん 良麺
parking  |  三井のリパーク
parking  |  TOMO
bank  |  青梅信用金庫
fast_food  |  小僧寿し
pub  |  あきっぽ
pub  |  串陣
pub  |  居酒屋たかお
atm  |  西武信用金庫
pub  |  ウシバー
cafe  |  珈琲館
restaurant  |  うなぎたけ田
cafe  |  Excelsior Caffe
bank  |  城南信用金庫
bank  |  きらぼし銀行
fuel  |  Esso
restaurant  |  しゃぶ葉
car_rental  |  ニッポンレンタカー
fast_food  |  独楽寿司
fast_food  |  南京亭
fuel  |  ENEOS
fuel  |  ESSO Express
fast_food  |  幸楽苑
car_rental  |  日進レンタカー
fast_food  |  かつや
fast_food  |  山田うどん
fast_food  |  吉野家
cafe  |  すばる
restaurant  |  安楽亭
fuel  |  ENEOS
fuel  |  宇佐美
pharmacy  |  さくら薬局
cafe  |  EVER GREEN
place_of_worship  |  出世稲荷神社
dentist  |  立石歯科医院
fast_food  |  まいど
pub  |  夢灯り
bar  |  Chile
kindergarten  |  やまびこ保育園
cafe  |  TAMEALS
bank  |  JAいるま野 宮寺支店
veterinary  |  くま動物病院
bank  |  みずほ銀行 東青梅支店
veterinary  |  アテナ動物病院
cafe  |  サンマルクカフェ
cafe  |  和田峠茶屋
restaurant  |  つき野
parking  |  上新井 鹿島
parking  |  野沢産業第69
fast_food  |  吉野家
pub  |  妻籠
pub  |  いろは
fast_food  |  金太郎
fast_food  |  丼丸
slot  |  ace
pub  |  三丁目
restaurant  |  ジョージ
fast_food  |  くら寿司
parking  |  杉の内駐車場
restaurant  |  中国料理 海苑
fuel  |  ENEOS
fuel  |  ENEOS
pub  |  BudouZa
fast_food  |  ラーメン山岡家
fast_food  |  丸亀製麺
fast_food  |  あじりんらーめん
fast_food  |  吉野家
restaurant  |  温野菜
dentist  |  まつざき歯科クリニック
dentist  |  和泉歯科医院
clinic  |  こまえ耳鼻科クリニック
pharmacy  |  ウェルパーク
pharmacy  |  狛江セントラル薬局
parking  |  すみれ第一駐車場
parking  |  世田谷鎌田
dentist  |  オカムラ歯科医院
bicycle_parking  |  上北台駅
restaurant  |  てっぱん市場
pharmacy  |  クオール薬局
car_rental  |  トヨタレンタカー
parking  |  三井のリパーク
restaurant  |  Big Boy
place_of_worship  |  純福音立川協会
bank  |  西武信用金庫
parking  |  三井のリパーク
parking  |  三井のリパーク
restaurant  |  南京亭
restaurant  |  満北亭
restaurant  |  華はなぎゅう
restaurant  |  木曽路
dentist  |  ことり歯科クリニック
training  |  ヤマハ音楽教室
restaurant  |  中華料理やまと
atm  |  みずほ銀行
bank  |  青梅信用金庫
fast_food  |  魚屋路
fuel  |  出光
training  |  個別指導スクールIE
pub  |  HALLOWEEN
restaurant  |  末広軒
community_centre  |  こぶし会館
pub  |  Kings Cross
pub  |  睦月
pub  |  清ちゃん
restaurant  |  デニーズ
atm  |  多摩信用金庫
fuel  |  Shell
pub  |  レモンの髭
fast_food  |  鮪屋
fast_food  |  小僧寿司 所沢702号店
training  |  国大セミナー
clinic  |  くまはら接骨院
dentist  |  エンジェル歯科クリニック
clinic  |  おおはら村鍼灸接骨院
pharmacy  |  神田薬局
dentist  |  深井歯科
parking  |  K's パーク 寿町
parking  |  寿町駐車場
parking  |  三井のリパーク
cafe  |  cafe PUMILA
clinic  |  御幸接骨院
pharmacy  |  一心堂薬局
pub  |  むさしや
pharmacy  |  灰屋薬局
bicycle_parking  |  高尾駅南口自転車駐車場
fast_food  |  マクドナルド
atm  |  三井住友銀行
fast_food  |  モスバーガー
pub  |  笑笑
pub  |  千年の宴
pub  |  彦西
parking  |  タイムズ
parking  |  タイムズ
restaurant  |  食事処かずき
restaurant  |  サイゼリヤ
restaurant  |  藤田
bank  |  三井住友銀行
restaurant  |  オモニの家
parking  |  コムパーク高尾第7
pharmacy  |  つとむ薬局
cafe  |  ダイコクヤ
restaurant  |  中村屋
restaurant  |  玉川亭
pub  |  やきとりコケコッコー
parking  |  タイムズ高尾駅北口
restaurant  |  つるや食堂
dentist  |  大貫歯科医院
place_of_worship  |  手子神社
dentist  |  さとう歯科クリニック
restaurant  |  魚心亭
restaurant  |  うな藤
restaurant  |  饂飩たくみ
restaurant  |  東龍
restaurant  |  陶山
fuel  |  カーエネクス
fast_food  |  マクドナルド
place_of_worship  |  立石不動尊
fast_food  |  八作
cafe  |  GARAGE HALF
place_of_worship  |  下田神社
restaurant  |  ココス
fuel  |  コスモ石油
place_of_worship  |  清蓮寺
cafe  |  Cafe ENLARGE
restaurant  |  福屋
parking  |  タイムズ
bank  |  多摩信用金庫
fast_food  |  日高屋
restaurant  |  Cafeレストラン ガスト
fast_food  |  じんそば
parking  |  三井のリパーク
pub  |  しばらく
pub  |  まるみや
pub  |  NEWS BAL
pub  |  金太郎
pub  |  はなの舞
fast_food  |  美豚
pharmacy  |  セイジョー
parking  |  タイムズ
dentist  |  ナカムラ歯科クリニック
atm  |  東和銀行
restaurant  |  ホルモン焼肉 祭
restaurant  |  まんじまけろーに
pub  |  ずぼらや
restaurant  |  香港屋台料理
fast_food  |  あかべこ
bank  |  多摩信用金庫
